,City,Lat,Lon,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,zhuozhou,42.08,-72.03,68.0,88,0,5.35,US,1970-01-01
366,samfya,51.38,1.39,73.99,81,100,11.99,GB,1970-01-01
367,baicheng,39.21,54.59,91.08,21,0,3.27,TM,1970-01-01
368,inderborskiy,-17.07,15.73,78.8,11,44,6.93,AO,1970-01-01
369,mangrol,71.69,128.87,40.75,93,80,11.68,RU,1970-01-01
370,menongue,5.48,-53.2,83.23,72,94,11.3,GF,1970-01-01
371,san juan,17.16,104.15,78.8,94,20,2.24,TH,1970-01-01
372,namibe,44.48,-77.32,63.0,93,0,1.99,CA,1970-01-01
373,klaksvik,-2.57,150.8,82.51,78,0,11.56,PG,1970-01-01
374,ajaccio,-3.22,-64.8,77.0,94,40,2.24,BR,1970-01-01
375,leningradskiy,52.17,-103.53,63.27,64,62,3.74,CA,1970-01-01
376,tambura,40.39,17.45,91.4,38,20,12.75,IT,1970-01-01
377,acajutla,42.25,-75.83,62.01,93,90,8.05,US,1970-01-01
378,marcona,37.25,55.17,86.0,55,40,6.93,IR,1970-01-01
379,susa,2.79,24.73,90.36,48,89,2.53,CD,1970-01-01
380,aleksandrov gay,66.42,112.4,62.6,29,99,4.47,RU,1970-01-01
381,tangzhai,-45.13,170.1,41.0,86,100,5.23,NZ,1970-01-01
382,benghazi,40.42,36.58,80.6,42,20,6.93,TR,1970-01-01
383,dongsheng,-12.23,136.77,66.2,77,0,5.99,AU,1970-01-01
384,los cedrales,22.83,104.98,75.15,83,100,1.28,VN,1970-01-01
385,keshod,-22.13,48.02,73.49,69,2,11.1,MG,1970-01-01
386,kruisfontein,65.28,-126.83,50.0,81,75,6.93,CA,1970-01-01
387,san fernando,13.02,31.87,79.39,70,100,5.68,SD,1970-01-01
388,pisco,78.22,15.64,46.4,65,75,10.29,SJ,1970-01-01
389,luderitz,39.23,-95.03,64.0,95,0,4.74,US,1970-01-01
390,saint-louis,13.22,80.32,89.6,55,75,10.85,IN,1970-01-01
391,diamantino,1.0,-52.0,85.01,61,100,4.23,BR,1970-01-01
392,sorong,26.59,12.78,104.59,10,0,19.84,LY,1970-01-01
393,aranos,6.88,73.1,83.1,71,18,8.3,MV,1970-01-01
394,havre,10.57,72.64,82.09,80,0,12.88,IN,1970-01-01
395,barra patuca,37.06,9.24,91.4,66,20,10.29,TN,1970-01-01
396,mayo,-10.71,22.22,98.65,9,0,4.07,AO,1970-01-01
397,la palma,20.52,-13.05,96.8,30,0,13.87,MR,1970-01-01
398,steinbach,59.24,163.07,50.9,68,14,3.09,RU,1970-01-01
399,rio grande,68.71,-52.87,45.81,63,3,4.92,GL,1970-01-01
400,vanavara,-23.94,31.14,82.4,37,0,9.17,ZA,1970-01-01
401,guilin,35.37,132.77,78.8,88,75,4.7,JP,1970-01-01
402,saleaula,-20.08,-49.91,79.74,47,26,15.03,BR,1970-01-01
403,southbridge,2.1,99.83,76.96,90,75,2.77,ID,1970-01-01
404,margate,43.28,-8.21,75.2,73,75,13.87,ES,1970-01-01
405,gumdag,70.03,20.97,51.8,87,75,21.92,NO,1970-01-01
406,ondjiva,61.87,28.88,66.2,45,0,3.36,FI,1970-01-01
407,tiksi,-6.88,112.38,81.03,73,17,4.25,ID,1970-01-01
408,ituni,5.4,125.46,83.86,75,100,11.34,PH,1970-01-01
409,iracoubo,34.02,44.15,108.68,7,0,17.22,IQ,1970-01-01
410,sakhon nakhon,70.86,29.09,51.8,76,75,16.11,NO,1970-01-01
411,tweed,51.07,-1.8,71.01,73,75,12.75,GB,1970-01-01
412,kavieng,43.75,-81.72,68.0,78,0,14.29,CA,1970-01-01
413,alvaraes,67.54,133.38,54.14,52,100,1.39,RU,1970-01-01
414,kelvington,60.73,33.55,65.86,45,25,7.07,RU,1970-01-01
415,lizzano,8.57,81.23,86.43,65,93,9.46,LK,1970-01-01
416,broome,-8.84,13.23,75.2,73,75,4.7,AO,1970-01-01
417,gonbad-e qabus,22.88,92.73,70.29,100,100,2.95,IN,1970-01-01
418,buta,35.87,-101.97,64.0,77,1,0.47,US,1970-01-01
419,udachnyy,66.32,-179.17,42.53,87,32,2.57,RU,1970-01-01
420,ranfurly,42.87,-112.45,71.6,40,1,11.41,US,1970-01-01
421,tokat,7.62,-71.49,78.62,75,100,2.13,VE,1970-01-01
422,nhulunbuy,12.6,78.75,80.8,70,85,7.52,IN,1970-01-01
423,ha giang,-34.05,23.37,51.35,73,99,24.45,ZA,1970-01-01
424,manakara,70.47,-68.59,55.4,71,1,14.99,CA,1970-01-01
425,norman wells,2.43,103.84,77.0,94,100,3.36,MY,1970-01-01
426,tandalti,27.72,85.32,71.6,100,75,3.36,NP,1970-01-01
427,longyearbyen,5.88,-10.05,82.4,78,75,4.7,LR,1970-01-01
428,leavenworth,-18.65,-173.98,77.0,94,75,14.99,TO,1970-01-01
429,kattivakkam,-1.57,9.26,78.89,76,95,10.76,GA,1970-01-01
430,amapa,-7.95,110.28,76.64,78,89,11.03,ID,1970-01-01
431,awbari,-18.95,-57.8,77.0,73,39,11.41,BO,1970-01-01
432,dhidhdhoo,17.96,-102.2,76.23,81,99,5.35,MX,1970-01-01
433,kavaratti,-2.97,-47.48,84.78,56,0,6.67,BR,1970-01-01
434,sajanan,1.2,-70.17,76.55,83,87,1.59,CO,1970-01-01
435,luau,-3.12,29.4,90.86,23,43,7.31,BI,1970-01-01
436,atar,36.42,54.98,80.08,37,4,14.25,IR,1970-01-01
437,ossora,44.95,-91.88,54.0,93,1,3.74,US,1970-01-01
438,aasiaat,49.13,-102.98,59.0,100,75,5.82,CA,1970-01-01
439,phalaborwa,21.24,77.75,78.53,89,100,9.44,IN,1970-01-01
440,izumo,-0.32,102.35,78.78,83,62,2.39,ID,1970-01-01
441,cardoso,17.42,121.44,76.66,84,93,3.53,PH,1970-01-01
442,rantauprapat,65.42,-52.9,52.66,59,0,3.18,GL,1970-01-01
443,betanzos,12.22,125.48,78.33,87,97,6.82,PH,1970-01-01
444,skjervoy,49.78,-74.85,53.6,100,90,6.93,CA,1970-01-01
445,savonlinna,24.76,121.75,86.0,74,20,10.29,TW,1970-01-01
446,paciran,60.75,-137.51,42.1,84,51,1.61,CA,1970-01-01
447,atka,41.84,60.39,86.0,30,0,11.41,UZ,1970-01-01
448,sarangani,5.26,-0.76,77.67,79,37,12.86,GH,1970-01-01
449,balad,-6.53,-64.38,86.61,46,0,3.6,BR,1970-01-01
450,berlevag,58.21,-6.39,68.0,88,20,4.7,GB,1970-01-01
451,salisbury,46.81,-100.78,69.01,77,1,3.36,US,1970-01-01
452,goderich,-21.61,-55.17,70.86,82,96,11.9,BR,1970-01-01
453,verkhoyansk,26.77,31.5,103.84,11,0,17.83,EG,1970-01-01
454,lodeynoye pole,-3.38,-68.87,73.99,96,100,1.79,BR,1970-01-01
455,banmo,45.52,-122.68,66.2,77,75,5.82,US,1970-01-01
456,trincomalee,68.05,39.51,51.73,66,56,5.08,RU,1970-01-01
457,luanda,-38.92,174.25,48.99,73,100,11.99,NZ,1970-01-01
458,lunglei,34.58,-117.41,77.0,45,24,1.99,US,1970-01-01
459,dumas,-34.62,-68.33,48.0,50,100,8.61,AR,1970-01-01
460,egvekinot,-1.95,18.27,78.6,65,83,2.42,CD,1970-01-01
461,eskasem,12.5,102.5,78.3,87,100,1.86,TH,1970-01-01
462,pocatello,69.58,20.22,51.8,87,75,21.92,NO,1970-01-01
463,punta de piedra,38.93,100.45,79.34,17,4,9.42,CN,1970-01-01
464,alangayam,29.96,122.3,81.37,86,0,10.38,CN,1970-01-01
465,plettenberg bay,60.9,131.96,47.23,68,89,3.0,RU,1970-01-01
466,clyde river,15.85,-97.07,71.6,83,40,4.7,MX,1970-01-01
467,mersing,40.84,8.4,87.8,52,20,6.93,IT,1970-01-01
468,kathmandu,63.28,118.33,54.77,59,0,4.14,RU,1970-01-01
469,buchanan,37.55,45.08,80.6,36,20,4.7,IR,1970-01-01
470,urtaaul,42.03,-8.16,69.01,94,98,13.0,PT,1970-01-01
471,neiafu,53.83,-101.25,53.6,100,1,3.31,CA,1970-01-01
472,omboue,-21.55,167.88,67.42,76,41,11.77,NC,1970-01-01
473,bambanglipuro,34.39,67.02,78.58,16,0,17.54,AF,1970-01-01
474,puerto suarez,-5.09,-81.11,60.94,84,100,14.79,PE,1970-01-01
475,lazaro cardenas,68.05,166.44,40.32,85,100,10.58,RU,1970-01-01
476,paragominas,68.12,13.5,52.45,78,100,8.9,NO,1970-01-01
477,mitu,3.25,-76.23,68.0,94,75,4.7,CO,1970-01-01
478,bubanza,-0.17,37.02,67.77,63,69,8.63,KE,1970-01-01
479,shahrud,35.47,-6.03,80.6,65,7,9.17,MA,1970-01-01
480,dunn,26.73,33.94,94.42,36,0,14.7,EG,1970-01-01
481,estevan,35.1,24.68,89.01,45,0,12.75,GR,1970-01-01
482,chandur bazar,36.62,101.77,54.73,73,100,3.87,CN,1970-01-01
483,japura,26.96,56.27,100.4,67,0,9.17,IR,1970-01-01
484,tabuk,29.03,21.55,100.71,16,0,11.59,LY,1970-01-01
485,maniitsoq,25.44,113.17,77.16,81,62,3.42,CN,1970-01-01
486,alugan,46.78,-92.11,60.01,82,1,2.15,US,1970-01-01
487,chapais,64.84,-147.72,50.0,76,1,9.17,US,1970-01-01
488,yilan,41.78,47.59,58.64,65,91,6.44,RU,1970-01-01
489,haines junction,-9.29,-76.01,75.72,53,7,0.72,PE,1970-01-01
490,gurlan,12.45,125.29,77.58,89,100,5.95,PH,1970-01-01
491,mumford,64.57,143.2,43.11,70,43,2.91,RU,1970-01-01
492,canutama,-21.15,149.2,66.2,77,0,4.7,AU,1970-01-01
493,stornoway,44.39,46.58,86.38,24,0,9.86,RU,1970-01-01
494,bismarck,59.66,12.59,81.0,42,66,8.05,SE,1970-01-01
495,maracaju,34.05,73.17,91.4,70,13,4.7,PK,1970-01-01
496,tahta,22.77,-81.57,75.2,94,20,3.47,CU,1970-01-01
497,sao paulo de olivenca,55.34,-131.65,55.4,100,90,3.36,US,1970-01-01
498,portland,-1.2,-46.02,85.1,63,0,11.12,BR,1970-01-01
499,vestbygda,12.18,125.51,78.66,87,95,7.05,PH,1970-01-01
500,palabuhanratu,28.37,-16.71,82.0,80,0,7.0,ES,1970-01-01
501,ostrovnoy,-1.94,-54.74,84.2,74,30,17.22,BR,1970-01-01
502,waitara,31.56,-91.4,71.6,94,1,4.18,US,1970-01-01
503,adelanto,52.46,44.22,68.81,40,0,7.94,RU,1970-01-01
504,san rafael,16.78,80.85,89.6,66,75,6.93,IN,1970-01-01
505,warqla,9.54,99.94,87.8,70,20,2.24,TH,1970-01-01
506,inongo,-34.68,150.87,57.99,67,42,1.01,AU,1970-01-01
507,trat,24.34,124.16,84.67,81,0,11.86,JP,1970-01-01
508,lyngseidet,29.23,56.61,83.19,27,89,6.89,IR,1970-01-01
509,zhangye,26.35,127.87,84.2,79,1,10.29,JP,1970-01-01
510,shenjiamen,13.05,3.19,93.78,49,88,9.22,NE,1970-01-01
511,amga,-45.87,170.5,46.0,77,100,5.01,NZ,1970-01-01
512,puerto escondido,-9.08,143.21,73.38,77,0,9.42,PG,1970-01-01
513,porto torres,67.8,130.41,48.58,61,98,0.31,RU,1970-01-01
514,nyurba,63.05,179.32,49.44,61,43,11.72,RU,1970-01-01
515,orumiyeh,-46.1,168.94,41.59,69,100,2.86,NZ,1970-01-01
516,vila,17.49,44.13,104.0,17,40,6.93,SA,1970-01-01
517,the pas,-33.46,-70.65,45.0,86,75,2.24,CL,1970-01-01
518,tadine,36.62,-121.92,66.2,77,1,5.86,US,1970-01-01
519,panjab,60.38,92.63,64.22,53,100,3.49,RU,1970-01-01
520,paita,13.06,5.24,92.3,49,37,9.51,NG,1970-01-01
521,bilibino,21.35,-158.09,75.2,83,1,4.7,US,1970-01-01
522,gravdal,42.44,-76.5,64.0,93,40,3.36,US,1970-01-01
523,miranda,52.47,96.11,62.04,59,0,1.99,RU,1970-01-01
524,ngukurr,-15.43,49.73,71.64,84,95,10.16,MG,1970-01-01
525,naro moru,-0.91,122.88,75.27,76,11,7.09,ID,1970-01-01
526,asilah,6.84,3.65,86.0,66,75,6.93,NG,1970-01-01
527,safaga,45.98,26.25,84.0,42,97,1.99,RO,1970-01-01
528,ayia galini,48.57,83.65,64.8,81,100,7.61,KZ,1970-01-01
529,xining,-17.74,-46.17,79.3,50,0,10.98,BR,1970-01-01
530,qeshm,-15.68,-38.95,78.55,71,0,6.73,BR,1970-01-01
531,jalu,9.66,-68.58,76.15,92,100,1.41,VE,1970-01-01
532,huangpu,40.6,-124.16,55.99,95,100,4.32,US,1970-01-01
533,duluth,11.52,7.31,75.06,87,100,8.84,NG,1970-01-01
534,fairbanks,5.1,73.07,83.55,65,43,4.18,MV,1970-01-01
535,tpig,29.6,-90.72,79.0,94,1,5.01,US,1970-01-01
536,tingo maria,-25.33,-57.53,66.2,93,75,4.63,PY,1970-01-01
537,samalaeulu,57.26,103.75,59.31,58,0,5.12,RU,1970-01-01
538,anito,65.82,87.98,67.24,53,0,9.73,RU,1970-01-01
539,ust-nera,22.79,100.97,65.12,96,100,2.19,CN,1970-01-01
540,mackay,-34.45,150.45,57.99,90,0,1.01,AU,1970-01-01
541,kochubey,60.55,-151.26,55.4,87,1,10.29,US,1970-01-01
542,arvika,28.22,61.22,95.0,10,53,20.33,IR,1970-01-01
543,havelian,-19.36,-42.57,74.41,67,73,5.95,BR,1970-01-01
544,alacranes,-17.8,-63.17,62.6,93,75,2.24,BO,1970-01-01
545,ketchikan,28.45,104.72,69.08,80,100,2.37,CN,1970-01-01
546,carutapera,34.81,-106.73,69.8,51,1,4.7,US,1970-01-01
547,san policarpo,-5.67,132.75,79.47,81,51,18.14,ID,1970-01-01
548,icod de los vinos,41.31,-72.93,72.0,88,20,3.36,US,1970-01-01
549,alenquer,37.46,-122.43,68.0,77,1,5.12,US,1970-01-01
550,opobo,-18.93,48.2,69.26,52,0,6.6,MG,1970-01-01
551,natchez,29.85,80.53,75.49,76,64,2.26,IN,1970-01-01
552,serdobsk,-16.62,-72.71,59.38,72,98,6.62,PE,1970-01-01
553,nuzvid,41.25,67.97,83.16,27,0,8.08,KZ,1970-01-01
554,ko samui,52.14,-122.14,57.2,54,75,10.29,CA,1970-01-01
555,kiama,-1.52,-52.58,86.54,62,13,5.1,BR,1970-01-01
556,ishigaki,0.54,123.06,73.74,81,0,4.27,ID,1970-01-01
557,baft,-15.1,-44.09,81.36,47,0,7.9,BR,1970-01-01
558,gushikawa,1.75,40.06,93.2,34,75,9.17,KE,1970-01-01
559,dosso,52.78,-108.28,57.99,87,1,3.36,CA,1970-01-01
560,dunedin,54.94,68.54,60.8,67,75,17.9,KZ,1970-01-01
561,meyungs,-20.74,116.85,69.1,46,0,7.58,AU,1970-01-01
562,daru,58.0,102.66,60.35,57,0,5.14,RU,1970-01-01
563,batagay-alyta,42.25,-2.5,75.2,60,20,2.24,ES,1970-01-01
564,beringovskiy,42.91,129.51,75.85,84,0,2.91,CN,1970-01-01
565,gore,-35.23,173.95,57.0,94,100,16.49,NZ,1970-01-01
566,najran,-41.13,174.85,52.0,68,100,14.2,NZ,1970-01-01
567,santiago,-37.8,-73.4,45.55,85,72,4.92,CL,1970-01-01
568,pacific grove,12.48,-16.55,87.8,84,40,4.7,SN,1970-01-01
569,teya,32.19,-115.0,95.0,40,1,5.82,MX,1970-01-01
570,sokoto,13.64,16.49,94.91,39,100,9.62,TD,1970-01-01
571,makakilo city,52.11,-101.27,65.1,76,70,3.51,CA,1970-01-01
572,ithaca,55.28,-114.77,51.8,100,1,2.46,CA,1970-01-01
